customerID,Churn,ChurnProbability,RiskCategory,MonthlyCharges,TotalCharges,RevenueAtRisk,Contract,tenure,TenureGroup,CustomerValueGroup,Segment,NumServices,InternetService
3059-NGMXB,No,0.2067,Low Risk,69.2,944.65,14.31,Month-to-month,14,13-24 months,Medium Value,Low-Med Value / Low Risk,6,DSL
8652-YHIYU,No,0.2591,Medium Risk,79.5,1264.2,20.6,One year,16,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
5278-PNYOX,No,0.0708,Low Risk,100.65,4917.75,7.12,Two year,49,49+ months,High Value,High Value / Low Risk,6,Fiber optic
5449-FIBXJ,Yes,0.5416,High Risk,103.3,2012.7,55.95,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
3486-HOOGQ,No,0.0072,Low Risk,79.7,5743.3,0.57,Two year,70,49+ months,High Value,High Value / Low Risk,8,DSL
5061-PBXFW,No,0.0448,Low Risk,61.4,1864.65,2.75,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / Low Risk,5,DSL
8630-FJLIB,No,0.5637,High Risk,69.8,1221.65,39.35,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / High Risk,2,Fiber optic
3891-NLXJB,No,0.029,Low Risk,40.55,1390.85,1.17,Two year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
4749-OJKQU,No,0.7365,High Risk,75.65,302.35,55.72,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
0577-WHMEV,No,0.4177,Medium Risk,90.7,1374.9,37.89,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
5453-AXEPF,No,0.523,High Risk,80.5,1336.9,42.1,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
3639-XJHKQ,No,0.19,Low Risk,60.6,1297.8,11.51,Month-to-month,19,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
3716-LRGXK,No,0.102,Low Risk,101.15,6067.4,10.31,Two year,60,49+ months,High Value,High Value / Low Risk,6,Fiber optic
2263-SFSQZ,No,0.0101,Low Risk,24.95,1222.25,0.25,Two year,51,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
9950-MTGYX,No,0.0185,Low Risk,20.3,487.95,0.37,Two year,28,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
3397-AVTKU,No,0.0592,Low Risk,60.0,2548.55,3.55,Two year,43,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
4825-FUREZ,No,0.0129,Low Risk,20.25,835.5,0.26,Two year,42,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
9837-BMCLM,Yes,0.7425,High Risk,78.5,242.05,58.29,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
2672-OJQZP,No,0.3508,Medium Risk,44.75,44.75,15.7,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
0137-UDEUO,Yes,0.1764,Low Risk,19.85,63.75,3.5,Month-to-month,3,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3134-DSHVC,No,0.043,Low Risk,98.0,6218.45,4.22,Two year,63,49+ months,High Value,High Value / Low Risk,7,Fiber optic
6161-UUUTA,Yes,0.7655,Critical Risk,79.9,260.9,61.17,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
7821-DPRQE,No,0.2579,Medium Risk,107.7,7320.9,27.78,Month-to-month,68,49+ months,High Value,High Value / Low Risk,8,Fiber optic
6543-XRMYR,Yes,0.6777,High Risk,99.7,2967.35,67.57,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
2001-EWBQU,No,0.1313,Low Risk,104.7,6333.8,13.75,Two year,60,49+ months,High Value,High Value / Low Risk,7,Fiber optic
4925-LMHOK,Yes,0.2525,Medium Risk,58.6,939.7,14.8,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / Low Risk,5,DSL
1608-GMEWB,No,0.5238,High Risk,93.9,4200.25,49.19,Month-to-month,45,25-48 months,High Value,High Value / High Risk,5,Fiber optic
6695-AMZUF,No,0.0082,Low Risk,86.45,5950.2,0.71,Two year,70,49+ months,High Value,High Value / Low Risk,8,DSL
1455-UGQVH,Yes,0.7972,Critical Risk,98.5,1037.75,78.52,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
8410-BGQXN,No,0.1741,Low Risk,19.4,93.4,3.38,Month-to-month,4,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
8280-MQRQN,Yes,0.4256,Medium Risk,50.45,50.45,21.47,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
1619-YWUBB,No,0.0052,Low Risk,24.95,1614.9,0.13,Two year,68,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
7611-YKYTC,No,0.2261,Low Risk,75.0,1573.95,16.96,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
2037-SGXHH,Yes,0.4741,Medium Risk,94.65,3624.3,44.87,Month-to-month,38,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
3178-FESZO,Yes,0.7286,High Risk,100.25,100.25,73.04,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,6,Fiber optic
0365-GXEZS,No,0.4001,Medium Risk,78.2,1468.75,31.29,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
0082-OQIQY,No,0.5277,High Risk,94.2,2607.6,49.71,Month-to-month,29,25-48 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
6087-MVHJH,Yes,0.7091,High Risk,88.45,1422.1,62.72,Month-to-month,16,13-24 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
4603-JANFB,Yes,0.7062,High Risk,69.85,69.85,49.33,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
3018-TFTSU,Yes,0.32,Medium Risk,81.7,858.6,26.15,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
3606-SBKRY,No,0.3011,Medium Risk,50.05,1523.4,15.07,One year,31,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
4806-KEXQR,Yes,0.7314,High Risk,79.9,324.3,58.44,Month-to-month,4,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
0667-NSRGI,No,0.0801,Low Risk,69.55,3435.6,5.57,One year,48,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
7083-YNSKY,Yes,0.1771,Low Risk,25.4,399.6,4.5,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / Low Risk,2,No
6893-ODYYE,No,0.0618,Low Risk,90.1,4549.45,5.57,One year,50,49+ months,High Value,High Value / Low Risk,6,Fiber optic
8242-JSVBO,No,0.3698,Medium Risk,44.65,322.5,16.51,Month-to-month,7,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
2479-BRAMR,Yes,0.3098,Medium Risk,83.75,3273.55,25.94,Month-to-month,41,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
9541-ZPSEA,No,0.0162,Low Risk,80.35,5375.15,1.3,Two year,68,49+ months,High Value,High Value / Low Risk,4,Fiber optic
2665-NPTGL,No,0.656,High Risk,98.1,2510.7,64.36,Month-to-month,26,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
1139-WUOAH,No,0.0273,Low Risk,53.35,3090.05,1.45,Two year,57,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
4693-VWVBO,No,0.2273,Low Risk,19.55,61.05,4.44,Month-to-month,3,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
7434-SHXLS,Yes,0.1873,Low Risk,20.9,20.9,3.92,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6937-GCDGQ,No,0.0904,Low Risk,48.95,955.6,4.43,One year,19,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
0988-JRWWP,No,0.5538,High Risk,54.2,140.4,30.02,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,3,DSL
5075-JSDKI,No,0.0082,Low Risk,24.45,1493.1,0.2,Two year,59,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
7908-QCBCA,Yes,0.6395,High Risk,69.4,69.4,44.38,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
8644-XYTSV,No,0.1605,Low Risk,40.15,1626.05,6.44,Month-to-month,42,25-48 months,Medium Value,Low-Med Value / Low Risk,3,DSL
6711-FLDFB,Yes,0.7198,High Risk,74.9,541.15,53.91,Month-to-month,7,0-12 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
3873-WOSBC,No,0.0039,Low Risk,25.6,1784.9,0.1,Two year,67,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
7465-ZZRVX,No,0.7044,High Risk,70.35,70.35,49.56,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
7975-JMZNT,No,0.0145,Low Risk,91.7,6075.9,1.33,Two year,66,49+ months,High Value,High Value / Low Risk,9,DSL
7251-XFOIL,No,0.2393,Low Risk,89.2,5500.6,21.35,Month-to-month,61,49+ months,High Value,High Value / Low Risk,5,Fiber optic
4116-IQRFR,No,0.0936,Low Risk,24.1,73.1,2.26,One year,4,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
3714-JTVOV,Yes,0.2369,Low Risk,74.15,3229.4,17.57,Month-to-month,42,25-48 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
8259-DZLIZ,No,0.0286,Low Risk,53.85,3399.85,1.54,One year,64,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
0442-ZXKVS,No,0.1697,Low Risk,115.6,6431.05,19.62,One year,54,49+ months,High Value,High Value / Low Risk,9,Fiber optic
7853-WNZSY,No,0.2384,Low Risk,19.75,19.75,4.71,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
3120-FAZKD,No,0.0083,Low Risk,24.05,1230.9,0.2,Two year,54,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
8606-OEGQZ,No,0.0267,Low Risk,25.3,454.65,0.68,Two year,18,13-24 months,Medium Value,Low-Med Value / Low Risk,2,No
0225-ZORZP,No,0.6216,High Risk,84.3,235.05,52.4,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
4702-IOQDC,Yes,0.701,High Risk,70.1,70.1,49.14,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
9489-JMTTN,No,0.0094,Low Risk,89.75,6595.9,0.85,Two year,72,49+ months,High Value,High Value / Low Risk,9,DSL
0575-CUQOV,No,0.2572,Medium Risk,97.95,5867.0,25.19,One year,60,49+ months,High Value,High Value / Low Risk,6,Fiber optic
0967-BMLBD,No,0.0796,Low Risk,20.0,196.35,1.59,One year,11,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
6178-KFNHS,Yes,0.5372,High Risk,78.3,909.25,42.07,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
2830-LEWOA,No,0.074,Low Risk,103.9,6449.15,7.69,One year,61,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5006-MXVRN,No,0.0093,Low Risk,20.7,762.45,0.19,Two year,39,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
1264-BYWMS,Yes,0.5048,High Risk,96.8,5283.95,48.86,Month-to-month,55,49+ months,High Value,High Value / High Risk,5,Fiber optic
9658-WYUFB,Yes,0.5764,High Risk,94.4,1617.5,54.41,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
8327-WKMIE,No,0.02,Low Risk,20.15,785.75,0.4,One year,37,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
6917-FIJHC,No,0.0048,Low Risk,26.0,1776.0,0.12,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
5329-KRDTM,No,0.0124,Low Risk,77.35,5396.25,0.96,Two year,72,49+ months,High Value,High Value / Low Risk,7,DSL
7797-EJMDP,No,0.1789,Low Risk,66.05,574.5,11.81,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / Low Risk,5,DSL
3530-VWVGU,No,0.0666,Low Risk,19.9,400.3,1.32,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / Low Risk,1,No
2013-SGDXK,Yes,0.6326,High Risk,84.3,84.3,53.32,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
6368-NWMCE,No,0.1166,Low Risk,68.15,2656.3,7.95,Month-to-month,38,25-48 months,Medium Value,Low-Med Value / Low Risk,6,DSL
3633-CDBUW,No,0.1339,Low Risk,80.85,1445.95,10.82,One year,17,13-24 months,Medium Value,Low-Med Value / Low Risk,7,DSL
0707-HOVVN,No,0.0194,Low Risk,75.5,5212.65,1.46,Two year,70,49+ months,High Value,High Value / Low Risk,7,DSL
8580-QVLOC,Yes,0.01,Low Risk,92.45,6440.25,0.93,Two year,72,49+ months,High Value,High Value / Low Risk,9,DSL
3956-MGXOG,No,0.547,High Risk,80.6,2244.95,44.09,Month-to-month,28,25-48 months,Medium Value,Low-Med Value / High Risk,3,Fiber optic
9274-UARKJ,No,0.5201,High Risk,83.2,1130.0,43.27,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
4077-HWUYD,No,0.0145,Low Risk,87.55,6463.15,1.27,Two year,72,49+ months,High Value,High Value / Low Risk,9,DSL
2012-NWRPA,Yes,0.8093,Critical Risk,99.55,1131.2,80.56,Month-to-month,11,0-12 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
8808-ELEHO,Yes,0.7313,High Risk,81.25,585.95,59.42,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
0103-CSITQ,No,0.1855,Low Risk,109.4,6252.7,20.29,One year,57,49+ months,High Value,High Value / Low Risk,8,Fiber optic
3506-LCJDC,Yes,0.1542,Low Risk,19.95,19.95,3.08,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
8671-KKKOS,No,0.1243,Low Risk,45.55,2062.15,5.66,Month-to-month,46,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
7305-ZWMAJ,No,0.0274,Low Risk,20.7,587.1,0.57,One year,30,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
9518-XXBXE,No,0.4825,Medium Risk,75.3,720.45,36.33,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
3934-HXCFZ,Yes,0.5337,High Risk,99.25,2186.4,52.97,Month-to-month,23,13-24 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
6578-KRMAW,No,0.2998,Medium Risk,93.4,2979.3,28.0,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
4860-IJUDE,No,0.4125,Medium Risk,73.75,956.65,30.42,Month-to-month,13,13-24 months,Medium Value,Low-Med Value / Low Risk,3,Fiber optic
7666-WKRON,Yes,0.1079,Low Risk,80.45,3201.55,8.68,Two year,39,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
9688-YGXVR,No,0.3058,Medium Risk,88.15,3973.2,26.96,Month-to-month,44,25-48 months,High Value,High Value / Low Risk,5,Fiber optic
0423-UDIJQ,No,0.2438,Low Risk,49.2,447.9,11.99,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / Low Risk,3,DSL
1945-XISKS,No,0.003,Low Risk,19.65,1335.2,0.06,Two year,67,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
4910-AQFFX,Yes,0.5676,High Risk,79.35,661.25,45.04,Month-to-month,9,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
2154-KVJFF,Yes,0.6208,High Risk,79.75,1111.85,49.51,Month-to-month,15,13-24 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
5360-LJCNJ,No,0.103,Low Risk,105.15,7555.0,10.83,Two year,71,49+ months,High Value,High Value / Low Risk,7,Fiber optic
2607-FBDFF,No,0.257,Medium Risk,49.0,49.0,12.59,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
9647-ERGBE,Yes,0.6317,High Risk,100.05,3046.15,63.2,Month-to-month,30,25-48 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
3428-XZMAZ,Yes,0.7081,High Risk,69.35,69.35,49.1,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
1100-DDVRV,No,0.4958,Medium Risk,49.8,836.35,24.69,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
0378-TOVMS,Yes,0.5641,High Risk,85.8,272.2,48.4,Month-to-month,3,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
4355-HBJHH,Yes,0.0342,Low Risk,79.7,5293.4,2.73,Two year,67,49+ months,High Value,High Value / Low Risk,7,DSL
6728-WYQBC,No,0.1802,Low Risk,20.95,20.95,3.78,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
9058-CBREO,Yes,0.4505,Medium Risk,50.55,50.55,22.77,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
9029-FEGVJ,No,0.3987,Medium Risk,79.3,2570.0,31.61,Month-to-month,32,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
7216-KAOID,No,0.0141,Low Risk,19.5,798.2,0.27,One year,41,25-48 months,Medium Value,Low-Med Value / Low Risk,1,No
0318-QUUOB,Yes,0.7518,Critical Risk,80.55,80.55,60.56,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,3,Fiber optic
6145-NNPNO,No,0.338,Medium Risk,44.15,44.15,14.92,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,2,DSL
5520-FVEWJ,Yes,0.5885,High Risk,84.5,916.9,49.73,Month-to-month,12,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
5339-TJFEK,No,0.3007,Medium Risk,105.5,6487.2,31.73,Month-to-month,62,49+ months,High Value,High Value / Low Risk,7,Fiber optic
5572-ZDXHY,Yes,0.4847,Medium Risk,84.3,1855.65,40.86,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
2074-GUHPQ,No,0.3497,Medium Risk,92.7,1556.85,32.42,Month-to-month,17,13-24 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
4625-XMOYM,No,0.0037,Low Risk,26.25,1988.05,0.1,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
5827-MWCZK,No,0.1987,Low Risk,96.95,5432.2,19.26,Month-to-month,56,49+ months,High Value,High Value / Low Risk,6,Fiber optic
1385-TQOZW,No,0.1717,Low Risk,20.45,147.55,3.51,Month-to-month,9,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
5914-XRFQB,No,0.057,Low Risk,115.8,8424.9,6.6,Two year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
4329-YPDDQ,No,0.3703,Medium Risk,108.2,2203.7,40.07,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,8,Fiber optic
4804-NCPET,No,0.0219,Low Risk,20.2,387.4,0.44,Two year,19,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
3750-CKVKH,Yes,0.7057,High Risk,67.75,116.65,47.81,Month-to-month,2,0-12 months,Low Value,Low-Med Value / High Risk,2,Fiber optic
5944-UGLLK,No,0.0588,Low Risk,54.9,3045.75,3.23,One year,53,49+ months,Medium Value,Low-Med Value / Low Risk,5,DSL
8063-GBATB,Yes,0.665,High Risk,85.25,2287.25,56.69,Month-to-month,27,25-48 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
7787-BNTZM,No,0.1505,Low Risk,20.15,130.5,3.03,Month-to-month,6,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
2252-ISRNH,No,0.5469,High Risk,90.35,767.9,49.42,One year,9,0-12 months,Medium Value,Low-Med Value / High Risk,5,Fiber optic
9415-TPKRV,No,0.3357,Medium Risk,55.75,446.8,18.71,Month-to-month,8,0-12 months,Medium Value,Low-Med Value / Low Risk,4,DSL
5322-TEUJK,No,0.0315,Low Risk,114.6,8100.25,3.61,Two year,71,49+ months,High Value,High Value / Low Risk,9,Fiber optic
4547-KQRTM,Yes,0.5741,High Risk,80.05,830.7,45.96,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
4877-EVATK,Yes,0.1929,Low Risk,20.0,20.0,3.86,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
1866-DIOQZ,No,0.0196,Low Risk,66.8,4689.15,1.31,One year,71,49+ months,High Value,High Value / Low Risk,7,DSL
8375-KVTHK,No,0.1439,Low Risk,100.3,6754.35,14.43,One year,68,49+ months,High Value,High Value / Low Risk,6,Fiber optic
2697-NQBPF,No,0.5399,High Risk,105.35,3540.65,56.88,Month-to-month,34,25-48 months,Medium Value,Low-Med Value / High Risk,7,Fiber optic
3709-OIJEA,No,0.2312,Low Risk,85.2,2184.6,19.7,One year,26,25-48 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
7639-SUPCW,Yes,0.1681,Low Risk,48.8,1054.6,8.2,Month-to-month,22,13-24 months,Medium Value,Low-Med Value / Low Risk,3,DSL
1386-ZIKUV,No,0.2102,Low Risk,18.95,130.55,3.98,Month-to-month,7,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
0599-XNYDO,No,0.4675,Medium Risk,69.8,1540.35,32.63,Month-to-month,20,13-24 months,Medium Value,Low-Med Value / Low Risk,2,Fiber optic
6377-WHAOX,No,0.4548,Medium Risk,106.15,6411.25,48.28,Month-to-month,60,49+ months,High Value,High Value / Low Risk,7,Fiber optic
6855-VLGOS,No,0.0026,Low Risk,20.55,1432.55,0.05,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
8999-XXGNS,No,0.1876,Low Risk,105.75,7629.85,19.83,One year,72,49+ months,High Value,High Value / Low Risk,7,Fiber optic
8746-OQQRW,No,0.2167,Low Risk,25.25,101.9,5.47,Month-to-month,4,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
3181-MIZBN,No,0.1173,Low Risk,19.75,313.4,2.32,Month-to-month,16,13-24 months,Low Value,Low-Med Value / Low Risk,1,No
0471-ARVMX,No,0.2538,Medium Risk,104.85,6312.9,26.61,One year,62,49+ months,High Value,High Value / Low Risk,7,Fiber optic
7766-CLTIC,No,0.3212,Medium Risk,60.95,629.55,19.58,Month-to-month,10,0-12 months,Medium Value,Low-Med Value / Low Risk,4,DSL
5650-YLIBA,No,0.5066,High Risk,81.15,2640.55,41.11,Month-to-month,31,25-48 months,Medium Value,Low-Med Value / High Risk,4,Fiber optic
0825-CPPQH,No,0.0022,Low Risk,19.1,1372.45,0.04,Two year,71,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
9084-OAYKL,No,0.0045,Low Risk,20.8,1212.25,0.09,Two year,58,49+ months,Medium Value,Low-Med Value / Low Risk,1,No
6122-LJADA,No,0.014,Low Risk,90.15,6237.05,1.26,Two year,70,49+ months,High Value,High Value / Low Risk,9,DSL
2400-XIWIO,No,0.0174,Low Risk,90.1,6310.9,1.57,Two year,71,49+ months,High Value,High Value / Low Risk,9,DSL
7524-VRLPL,No,0.0107,Low Risk,74.1,5031.0,0.79,Two year,69,49+ months,High Value,High Value / Low Risk,7,DSL
1069-XAIEM,Yes,0.8185,Critical Risk,85.05,85.05,69.61,Month-to-month,1,0-12 months,Low Value,Low-Med Value / High Risk,4,Fiber optic
7569-NMZYQ,No,0.0453,Low Risk,118.75,8672.45,5.38,Two year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
5201-USSQZ,No,0.2957,Medium Risk,85.9,2196.45,25.4,Month-to-month,26,25-48 months,Medium Value,Low-Med Value / Low Risk,4,Fiber optic
2105-PHWON,No,0.3992,Medium Risk,95.0,3008.15,37.92,Month-to-month,33,25-48 months,Medium Value,Low-Med Value / Low Risk,6,Fiber optic
1494-EJZDW,No,0.0324,Low Risk,20.15,220.8,0.65,Two year,10,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
4884-TVUQF,No,0.0469,Low Risk,101.3,5779.6,4.75,Two year,57,49+ months,High Value,High Value / Low Risk,7,Fiber optic
8003-EWNDZ,No,0.2307,Low Risk,21.2,222.65,4.89,Month-to-month,10,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
1897-RCFUM,No,0.0319,Low Risk,24.2,914.6,0.77,One year,39,25-48 months,Medium Value,Low-Med Value / Low Risk,2,No
9256-JTBNZ,No,0.121,Low Risk,20.3,246.3,2.46,Month-to-month,11,0-12 months,Low Value,Low-Med Value / Low Risk,1,No
4658-HCOHW,Yes,0.496,Medium Risk,102.8,2110.15,50.99,Month-to-month,21,13-24 months,Medium Value,Low-Med Value / Low Risk,7,Fiber optic
2211-RMNHO,No,0.0142,Low Risk,85.3,5560.0,1.22,Two year,68,49+ months,High Value,High Value / Low Risk,8,DSL
2432-TFSMK,No,0.4332,Medium Risk,89.6,1633.0,38.82,One year,18,13-24 months,Medium Value,Low-Med Value / Low Risk,5,Fiber optic
3440-JPSCL,Yes,0.6031,High Risk,99.95,547.65,60.28,Month-to-month,6,0-12 months,Medium Value,Low-Med Value / High Risk,6,Fiber optic
4929-ROART,No,0.195,Low Risk,56.25,969.85,10.97,Month-to-month,18,13-24 months,Medium Value,Low-Med Value / Low Risk,4,DSL
1834-ABKHQ,No,0.0361,Low Risk,50.95,2610.65,1.84,One year,52,49+ months,Medium Value,Low-Med Value / Low Risk,3,DSL
1741-WTPON,No,0.0497,Low Risk,115.85,6567.9,5.76,Two year,56,49+ months,High Value,High Value / Low Risk,9,Fiber optic
3932-IJWDZ,No,0.4166,Medium Risk,103.65,4747.85,43.18,Month-to-month,45,25-48 months,High Value,High Value / Low Risk,7,Fiber optic
1240-HCBOH,No,0.006,Low Risk,26.1,1759.55,0.16,Two year,67,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
3594-KADLU,No,0.2865,Medium Risk,35.1,101.1,10.06,Month-to-month,3,0-12 months,Low Value,Low-Med Value / Low Risk,3,DSL
8065-BVEPF,No,0.2889,Medium Risk,99.1,6496.15,28.63,Month-to-month,65,49+ months,High Value,High Value / Low Risk,6,Fiber optic
3796-ENZGF,No,0.0163,Low Risk,67.25,4234.15,1.1,Two year,63,49+ months,High Value,High Value / Low Risk,6,DSL
1734-ZMNTZ,No,0.0414,Low Risk,25.0,300.7,1.03,Two year,11,0-12 months,Low Value,Low-Med Value / Low Risk,2,No
2853-CWQFQ,No,0.3541,Medium Risk,59.55,59.55,21.08,Month-to-month,1,0-12 months,Low Value,Low-Med Value / Low Risk,4,DSL
0813-TAXXS,No,0.0597,Low Risk,77.8,4323.35,4.65,Two year,55,49+ months,High Value,High Value / Low Risk,6,DSL
2519-TWKFS,No,0.1077,Low Risk,55.1,1466.1,5.93,One year,25,25-48 months,Medium Value,Low-Med Value / Low Risk,4,DSL
2889-FPWRM,Yes,0.1046,Low Risk,117.8,8684.8,12.32,One year,72,49+ months,High Value,High Value / Low Risk,9,Fiber optic
0626-QXNGV,No,0.0044,Low Risk,24.15,1776.45,0.11,Two year,72,49+ months,Medium Value,Low-Med Value / Low Risk,2,No
6723-CEGQI,No,0.0105,Low Risk,45.25,2933.95,0.47,Two year,65,49+ months,Medium Value,Low-Med Value / Low Risk,4,DSL
6987-XQSJT,Yes,0.3558,Medium Risk,79.5,4370.25,28.29,Month-to-month,54,49+ months,High Value,High Value / Low Risk,4,Fiber optic
